text;created_at;retweet_count;favorite_count;is_retweet;sentiment
The Democrats ObamaCare is imploding. Massive subsidy payments to their pet insurance companies has stopped. Dems should call me to fix!;10-13-2017 09:36:54;14207;64283;false;Neutral
"...We cannot keep FEMA the Military &amp; the First Responders who have been amazing (under the most difficult circumstances) in P.R. forever!";10.12.2017 11:07;13433;64982;false;Neutral
Join me LIVE at 5:45pmE from Harrisburg Pennsylvania! #TaxReform #USA????https://t.co/fDUEMpRTcE https://t.co/1mMjl1HNpl;10.11.2017 21:18;5082;27928;false;Neutral
Happy to announce we are awarding $1M to Las Vegas - in order to help local law enforcement working OT to respond to last Sunday’s tragedy.;10.11.2017 19:49;19130;114117;false;Neutral
"The Democrats want MASSIVE tax increases &amp; soft crime producing borders.The Republicans want the biggest tax cut in history &amp; the WALL!";10.11.2017 10:36;19401;84312;false;Neutral
It would be really nice if the Fake News Media would report the virtually unprecedented Stock Market growth since the election.Need tax cuts;10.11.2017 10:31;15430;74375;false;Neutral
Stock Market has increased by 5.2 Trillion dollars since the election on November 8th a 25% increase. Lowest unemployment in 16 years and..;10.11.2017 10:21;18196;79314;false;Neutral
...fired. This story is totally made up by the dishonest media.The Chief is doing a FANTASTIC job for me and more importantly for the USA!;10.11.2017 1:21;15932;77256;false;Neutral
RT @IsraelUSAforevr: @realDonaldTrump  https://t.co/dBvwKDdesD;10.10.2017 13:34;7440;0;true;Neutral
The problem with agreeing to a policy on immigration is that the Democrats don't want secure bordersthey don't care about safety for U.S.A.;10.10.2017 10:18;22242;86752;false;Neutral
We have just begun! https://t.co/x8pSdEB2Ur;10.10.2017 2:30;474;1787;false;Neutral
"A big salute to Jerry Jones owner of the Dallas Cowboys who will BENCH players who disrespect our Flag.""Stand for Anthem or sit for game!""";10.10.2017 1:51;34557;166116;false;Neutral
"Our country has been unsuccessfully dealing with North Korea for 25 years giving billions of dollars &amp; getting nothing. Policy didn't work!";10.9.2017 10:50;21479;107533;false;Neutral
"Bob Corker gave us the Iran Deal &amp; that's about it. We need HealthCare we need Tax Cuts/Reform we need people that can get the job done!";10.8.2017 20:51;18418;80627;false;Neutral
I asked @VP Pence to leave stadium if any players kneeled disrespecting our country. I am proud of him and @SecondLady Karen.;10.8.2017 18:16;28144;135146;false;Neutral
...Hence I would fully expect Corker to be a negative voice and stand in the way of our great agenda. Didn't have the guts to run!;10.8.2017 14:13;13716;66385;false;Neutral
"..my endorsement). He also wanted to be Secretary of State I said ""NO THANKS."" He is also largely responsible for the horrendous Iran Deal!";10.8.2017 14:09;12830;60890;false;Neutral
#LasVegasStrong #USA??????https://t.co/4iGwdL4kia;10.8.2017 13:49;6541;36467;false;Neutral
RT @realDonaldTrump: More and more people are suggesting that Republicans (and me) should be given Equal Time on T.V. when you look at the…;10.8.2017 12:41;18242;0;true;Neutral
Presidents and their administrations have been talking to North Korea for 25 years agreements made and massive amounts of money paid......;10.7.2017 19:40;17900;72835;false;Neutral
.@NBCNews is so knowingly inaccurate with their reporting. The good news is that the PEOPLE get it which is really all that matters! Not #1;10.7.2017 13:24;15842;73624;false;Neutral
...contributions. The RNC is taking in far more $'s than the Dems and much of it by my wonderful small donors. I am working hard for them!;10.7.2017 11:11;12411;66977;false;Neutral
RT @FoxBusiness: #StockAlert: U.S. markets since the election https://t.co/1kwamJuizO;10.6.2017 2:16;12211;0;true;Neutral
"RT @Scavino45: .@POTUS @realDonaldTrump in the Oval Office w/senior U.S. military leaders prior to dinner hosted by the President &amp; First L…";10.6.2017 2:15;8629;0;true;Neutral
"RT @ABC: Pres. Trump: ""We cannot be defined by the evil that threatens us or the violence that incites such terror."" https://t.co/eduBJDysI…";10.5.2017 10:34;6346;0;true;Neutral
I will be landing in Las Vegas shortly to pay my respects with @FLOTUS Melania. Everyone remains in our thoughts and prayers.;10.4.2017 15:49;13699;91338;false;Neutral
NBC news is #FakeNews and more dishonest than even CNN. They are a disgrace to good reporting. No wonder their news ratings are way down!;10.4.2017 14:47;21975;95643;false;Neutral
Leaving Puerto Rico now for D.C. Will be in Las Vegas early tomorrow to pay my respects. Everyone is in my thoughts and prayers. https://t.co/dBvZUIUfr0;10.3.2017 21:22;13863;74460;false;Neutral
My warmest condolences and sympathies to the victims and families of the terrible Las Vegas shooting. God bless you!;10.2.2017 11:11;75476;317744;false;Neutral
Being nice to Rocket Man hasn't worked in 25 years why would it work now? Clinton failed Bush failed and Obama failed. I won't fail.;10.1.2017 19:01;47699;188927;false;Neutral
...Save your energy Rex we'll do what has to be done!;10.1.2017 14:31;14060;62997;false;Neutral
I told Rex Tillerson our wonderful Secretary of State that he is wasting his time trying to negotiate with Little Rocket Man...;10.1.2017 14:30;25389;102671;false;Neutral
We have done a great job with the almost impossible situation in Puerto Rico. Outside of the Fake News or politically motivated ingrates...;10.1.2017 12:22;18284;81847;false;Neutral
19000 RESPECTING our National Anthem! #StandForOurAnthem???? https://t.co/czutyGaMQV;10.1.2017 2:08;31731;116343;false;Neutral
Results of recovery efforts will speak much louder than complaints by San Juan Mayor. Doing everything we can to help great people of PR!;09-30-2017 20:37:10;17587;77057;false;Neutral
@ricardorossello ......#FakeNews critics are working overtime but we're getting great marks from the people that truly matter! #PRStrong????;09-30-2017 19:56:46;7855;35928;false;Neutral
My Administration Governor @RicardoRossello and many others are working together to help the people of Puerto Rico in every way...;09-30-2017 19:55:20;9861;46164;false;Neutral
To the people of Puerto Rico:Do not believe the #FakeNews!#PRStrong????;09-30-2017 19:53:51;16067;63449;false;Neutral
"Fake News CNN and NBC are going out of their way to disparage our great First Responders as a way to ""get Trump."" Not fair to FR or effort!";09-30-2017 11:48:36;20901;80326;false;Neutral
"RT @Scavino45: Under POTUS' @realDonaldTrump ??S&amp;P 500 38th??Record High ??NASDAQ 44th??Record High??#MakeAmericaGreatAgain???? https://t.co…";09-30-2017 01:32:52;8024;0;true;Neutral
RT @Scavino45: POTUS' @realDonaldTrump on Hurricane Response Efforts in #PuertoRico on Instagram part of 9/29/17 Weekly Address.??https://…;09-30-2017 01:30:08;5593;0;true;Neutral
RT @FoxNews: TUNE IN: @EricTrump joins @seanhannity TONIGHT at 9p ET on @FoxNews Channel! #Hannityat9 https://t.co/foDzkcAKJe;09-30-2017 01:28:35;2957;0;true;Neutral
Join me for my #WeeklyAddress????https://t.co/QeeKnFuHue https://t.co/NnM2jOkEs0;09-29-2017 22:23:31;6411;28982;false;Neutral
My thoughts are with all those observing Yom Kippur the holiest day of the Jewish year. https://t.co/0LuZCZl29D;09-29-2017 22:10:07;12029;53021;false;Neutral
This week we came one step closer to reaching the goal of aligning the skills taught in our nation’s classrooms with the jobs of the future. https://t.co/9s1ggeIJJ5;09-29-2017 17:45:07;10362;50093;false;Neutral
"RECORD HIGH FOR S &amp; P 500!";09-29-2017 13:39:53;11340;59517;false;Neutral
...The fact is that Puerto Rico has been destroyed by two hurricanes. Big decisions will have to be made as to the cost of its rebuilding!;09-29-2017 11:18:55;11335;57452;false;Neutral
"Puerto Rico Governor Ricardo Rossello just stated: ""The Administration and the President every time we've spoken they've delivered......";09-29-2017 11:14:57;15806;67066;false;Neutral
GDP was revised upward to 3.1 for last quarter. Many people thought it would be years before that happened. We have just begun!;09-29-2017 02:22:36;22102;91189;false;Neutral
The electric power grid in Puerto Rico is totally shot. Large numbers of generators are now on Island. Food and water on site.;09-28-2017 14:01:16;17959;86272;false;Neutral
"America's hearts &amp; prayers are with the people of #PuertoRico &amp; the #USVI. We will get through this - and we will get through this TOGETHER! https://t.co/NcmsF4Fqpr";09-26-2017 21:34:20;10629;46722;false;Neutral
ALABAMA get out and vote for Luther Strange - he has proven to me that he will never let you down! #MAGA;09-26-2017 13:31:15;4968;27784;false;Neutral
The NFL has all sorts of rules and regulations. The only way out for them is to set a rule that you can't kneel during our National Anthem!;09-26-2017 13:06:05;19704;89132;false;Neutral
Great interview on @foxandfriends with the parents of Otto Warmbier: 1994 - 2017. Otto was tortured beyond belief by North Korea.;09-26-2017 11:14:41;12494;50076;false;Neutral
The booing at the NFL football game last night when the entire Dallas team dropped to its knees was loudest I have ever heard. Great anger;09-26-2017 10:35:43;22527;113676;false;Neutral
Ratings for NFL football are way down except before game starts when people tune in to see whether or not our country will be disrespected!;09-26-2017 10:28:24;18510;90392;false;Neutral
"Big election tomorrow in the Great State of Alabama. Vote for Senator Luther Strange tough on crime &amp; border - will never let you down!";09-26-2017 01:50:58;7432;42817;false;Neutral
"A few of the many clips of John McCain talking about Repealing &amp; Replacing O'Care. My oh my has he changed-complete turn from years of talk! https://t.co/t9cXG2Io86";09-26-2017 01:24:10;29849;78278;false;Neutral
...owed to Wall Street and the banks which sadly must be dealt with. Food water and medical are top priorities - and doing well. #FEMA;09-26-2017 00:58:50;8343;40493;false;Neutral
General John Kelly totally agrees w/ my stance on NFL players and the fact that they should not be disrespecting our FLAG or GREAT COUNTRY!;09-25-2017 22:28:02;22128;107087;false;Neutral
#StandForOurAnthem;09-25-2017 13:02:27;74410;207402;false;Neutral
So proud of NASCAR and its supporters and fans. They won't put up with disrespecting our Country or our Flag - they said it loud and clear!;09-25-2017 11:25:25;36250;173313;false;Neutral
...NFL attendance and ratings are WAY DOWN. Boring games yes but many stay away because they love our country. League should back U.S.;09-24-2017 11:13:11;33746;157524;false;Neutral
Just heard Foreign Minister of North Korea speak at U.N. If he echoes thoughts of Little Rocket Man they won't be around much longer!;09-24-2017 03:08:07;37580;135288;false;Neutral
"Democrats are laughingly saying that McCain had a ""moment of courage."" Tell that to the people of Arizona who were deceived. 116% increase!";09-23-2017 22:20:47;26945;105470;false;Neutral
If a player wants the privilege of making millions of dollars in the NFLor other leagues he or she should not be allowed to disrespect....;09-23-2017 18:11:10;47642;184086;false;Neutral
"John McCain never had any intention of voting for this Bill which his Governor loves. He campaigned on Repeal &amp; Replace. Let Arizona down!";09-23-2017 10:42:42;22206;86966;false;Neutral
Heading to Alabama now big crowd!;09-22-2017 21:18:37;8188;60818;false;Neutral
#USAatUNGA????#UNGA https://t.co/miT2Lj7Q90;09-22-2017 16:25:12;9198;40194;false;Neutral
"RT @DonnaWR8: .@POTUS #TRUMP???? &amp; @FLOTUS??When ALL seemed HOPELESS...YOU brought HOPE!You INSPIRE us ALL!#MAGA #Harvey @Scavino45 #USA…";09-22-2017 10:36:50;8452;0;true;Neutral
RT @TwitterData: These are the 10 most Tweeted about world leaders during the first day of #UNGA General Debate https://t.co/HhlOlNAkDJ;09-22-2017 10:30:56;5407;0;true;Neutral
"Rand Paul or whoever votes against Hcare Bill will forever (future political campaigns) be known as ""the Republican who saved ObamaCare.""";09-22-2017 10:19:36;14476;61009;false;Neutral
A big day for the U.S. at the United Nations!;09-21-2017 22:26:29;12206;74560;false;Neutral
Today I announced a new Executive Order with re: to North Korea. We must all do our part to ensure the complete denuclearization of #NoKo. https://t.co/igjOSM7N7h;09-21-2017 17:58:30;17960;68542;false;Neutral
Senator (Doctor) Bill Cassidy is a class act who really cares about people and their Health(care) he doesn't lie-just wants to help people!;09-21-2017 01:06:25;11410;56984;false;Neutral
The NRA strongly endorses Luther Strange for Senator of Alabama.That means all gun owners should vote for Big Luther. He won't let you down!;09-21-2017 00:42:17;10219;54174;false;Neutral
On behalf of all Americans I want to wish Jewish families many blessings in the New Year. https://t.co/m4VWxYvONx https://t.co/iYG1G8GaLN;09-20-2017 22:29:44;12067;52143;false;Neutral
"Honored to meet w/ Pres Abbas from the Palestinian Authority &amp; his delegation who have been working hard w/everybody involved toward peace. https://t.co/4E8awDkX93";09-20-2017 17:08:53;6866;34683;false;Neutral
Rand Paul is a friend of mine but he is such a negative force when it comes to fixing healthcare. Graham-Cassidy Bill is GREAT! Ends Ocare!;09-20-2017 12:09:54;10175;49353;false;Neutral
RT @RealEagleBites: @realDonaldTrump It is the height of hypocrisy. Obama and Clinton in effect gave nuclear weapons to North Korea by thei…;09-20-2017 10:47:35;7846;0;true;Neutral
The world is noticing thanks! https://t.co/2NL6SlWnmH;09-20-2017 10:44:06;12400;58962;false;Neutral
RT @Scavino45: #WeThePeople????#USAatUNGA #UNGA https://t.co/8VsFL9MZxx;09-20-2017 10:00:10;4295;0;true;Neutral
RT @Scavino45: .@POTUS @realDonaldTrump and @UN Secretary-General @AntonioGuterres pose for??prior to their expanded bilateral meeting. #USA…;09-20-2017 09:59:48;3902;0;true;Neutral
The true question for the @UN...??https://t.co/tx5SnACAaS;09-20-2017 01:19:00;6770;30565;false;Neutral
As President of the United States of America I will ALWAYS put #AmericaFirst????#UNGAFull remarks: https://t.co/ksaMsQ2Lhm https://t.co/XrtpAWwuCn;09-19-2017 19:09:35;17146;67672;false;Neutral
#USAatUNGA???? #UNGA https://t.co/MjIJ7HG3eU;09-19-2017 04:47:03;8191;37546;false;Neutral
RT @realDonaldTrump: Loser terrorists must be dealt with in a much tougher manner.The internet is their main recruitment tool which we must…;09-17-2017 13:03:32;21445;0;true;Neutral
RT @realDonaldTrump: The travel ban into the United States should be far larger tougher and more specific-but stupidly that would not be…;09-17-2017 13:02:26;24616;0;true;Neutral
RT @Team_Trump45: @realDonaldTrump  https://t.co/Vu56q4z2XJ;09-17-2017 12:12:19;7038;0;true;Neutral
RT @Team_Trump45: @realDonaldTrump  https://t.co/MOnPkuKxQM;09-17-2017 12:12:02;3500;0;true;Neutral
RT @Team_Trump45: @realDonaldTrump  https://t.co/1zo6zc2pxt;09-17-2017 12:11:39;9098;0;true;Neutral
RT @Team_Trump45: @realDonaldTrump  https://t.co/dw0zKYtyfT;09-17-2017 12:02:42;5958;0;true;Neutral
RT @dmartosko: This is the #NYTimes. Can you understand why so many reporters are cautious about working for them? https://t.co/LRJKtFNgM4;09-17-2017 12:00:47;7623;0;true;Neutral
WEEKLY ADDRESS???? https://t.co/MsaLA9POAt;09-15-2017 16:09:10;10845;42478;false;Neutral
CHAIN MIGRATION cannot be allowed to be part of any legislation on Immigration!;09-15-2017 13:00:48;18987;76676;false;Neutral
Just left Florida for D.C. The people and spirit in THAT GREAT STATE is unbelievable. Damage horrific but will be better than ever!;09-14-2017 19:04:22;10125;60358;false;Neutral
The WALL which is already under construction in the form of new renovation of old and existing fences and walls will continue to be built.;09-14-2017 10:20:58;24085;105068;false;Neutral
No deal was made last night on DACA. Massive border security would have to be agreed to in exchange for consent. Would be subject to vote.;09-14-2017 10:11:36;17444;64610;false;Neutral
With Irma and Harvey devastation Tax Cuts and Tax Reform is needed more than ever before. Go Congress go!;09-13-2017 12:36:52;20177;93742;false;Neutral
"Fascinating to watch people writing books and major articles about me and yet they know nothing about me &amp; have zero access. #FAKE NEWS!";9.12.2017 12:56;24187;107606;false;Neutral
#NeverForget https://t.co/rmQ1a5bDon;9.11.2017 18:02;19251;81914;false;Neutral
RT @Scavino45: Hurricane force winds hit Florida Keys. 390 shelters have been opened in Florida. Shelters near you??https://t.co/lL5pDP0N9D…;9.10.2017 10:37;5494;0;true;Neutral
"RT @SecretarySonny: Serious @Cabinet meeting today called by @POTUS at Camp David. Reports on #Irma's track potential impact fed &amp; state…";9.10.2017 10:37;6338;0;true;Neutral
"RT @TravelGov: Continue to notify us of US citizens overseas impacted by #HurricaneIrma &amp; #HurricaneJose. https://t.co/EuIpTB144z https://t…";9.10.2017 10:35;4394;0;true;Neutral
RT @Scavino45: Florida Governor Rick @FLGovScott. #HurricaineIrma https://t.co/ch3wx9HDMj;9.10.2017 10:27;2808;0;true;Neutral
"Heed the advice of @FLGovScott!""If you're in an evacuation zone you need to get to a shelter...there's not many hours left."" Gov. Scott https://t.co/92W8ViNMUK";9.10.2017 0:03;11360;44856;false;Neutral
A message to my fellow Americans????#IrmaHurricane2017??https://t.co/jyg6AlyAAb??https://t.co/iPujtHzejr https://t.co/HCQ9kmKc4E;9.8.2017 15:02;21133;68359;false;Neutral
Republicans must start the Tax Reform/Tax Cut legislation ASAP. Don't wait until the end of September. Needed now more than ever. Hurry!;9.8.2017 12:57;20704;79689;false;Neutral
...never allow the Republicans to pass even great legislation. 8 Dems control - will rarely get 60 (vs. 51) votes. It is a Repub Death Wish!;9.8.2017 12:46;14829;63330;false;Neutral
Together we will show the world that the forces of destruction and extremism are NO MATCH for the BLESSINGS of PROSPERITY and PEACE! https://t.co/aL6In83eWK;9.7.2017 19:48;13855;55694;false;Neutral
RT @GOP: .@IvankaTrump: This administration is committed to keeping working families at the forefront of our agenda.https://t.co/rHqFqUJGWI;9.7.2017 12:53;5340;0;true;Neutral
"We want our companies to hire &amp; grow in AMERICA to raise wages for AMERICAN workers &amp; to help rebuild our AMERICAN cities &amp; towns! #USA???? https://t.co/sglubjcbW4";9.7.2017 1:26;15232;60633;false;Neutral
"Just spoke w/ Governors Rick Scott of Florida Kenneth Mapp of the U.S. Virgin Islands &amp; Ricardo Rosselló of Puerto Rico. WE ARE W/ YOU ALL! https://t.co/k92cslgKFa";9.6.2017 19:26;18109;72230;false;Neutral
'President Donald J. Trump Approves Emergency Declarations'??https://t.co/xSHSyNkvuP??https://t.co/UbBSFOhMM7??https://t.co/xWOfp9Z9iR https://t.co/qoJOM54Gy8;9.6.2017 17:52;14665;50510;false;Neutral
Watching Hurricane closely. My team which has done and is doing such a good job in Texas is already in Florida. No rest for the weary!;9.6.2017 10:51;5229;109965;false;Neutral
Big week coming up!;9.5.2017 2:49;26476;99412;false;Neutral
The United States is considering in addition to other options stopping all trade with any country doing business with North Korea.;9.3.2017 16:14;46856;171720;false;Neutral
Remember Sunday is National Prayer Day (by Presidential Proclamation)!;9.3.2017 3:02;33480;132139;false;Neutral
RT @Team_Trump45: @realDonaldTrump  https://t.co/o1x6X2qQdM;9.3.2017 2:42;24744;0;true;Neutral
Stock Market up 5 months in a row!;9.1.2017 23:47;17967;95677;false;Neutral
...get things done at a record clip. Many big decisions to be made over the coming days and weeks. AMERICA FIRST!;9.1.2017 12:47;13799;69806;false;Neutral
Will be leaving for Missouri soon for a speech on tax cuts and tax reform - so badly needed!;08-30-2017 13:42:20;14174;83586;false;Neutral
"After witnessing first hand the horror &amp; devastation caused by Hurricane Harveymy heart goes out even more so to the great people of Texas!";08-30-2017 13:12:29;24876;118782;false;Neutral
RT @BrazoriaCounty: https://t.co/sUTyXBzer9;08-29-2017 16:06:57;15341;0;true;Neutral
.@foxandfriends   We are not looking to fill all of those positions. Don't need many of them - reduce size of government. @IngrahamAngle;08-29-2017 12:26:55;17234;80437;false;Neutral
Leaving now for Texas!;08-29-2017 12:10:30;22210;143575;false;Neutral
RT @TXMilitary: #PhotosFromTheField: Aerial photos from our rescue crews earlier today. #Harvey #TMDHarvey @USNationalGuard https://t.co/fA…;08-29-2017 11:22:57;7479;0;true;Neutral
RT @NWSHouston: Historic flooding is still ongoing across the area. If evacuated please DO NOT return home until authorities indicate it i…;08-29-2017 11:22:40;5207;0;true;Neutral
RT @GregAbbott_TX: Thanks to the Texas National Guard for their help to rescue flooded Texans. #HurricaneHarvey https://t.co/lhpJtAne10;08-28-2017 13:13:16;12773;0;true;Neutral
RT @Inspire_Us: No color no religion no nationality should come between us we are all children of God. - Mother Teresa;08-28-2017 13:11:47;12688;0;true;Neutral
HISTORIC rainfall in Houston and all over Texas. Floods are unprecedented and more rain coming. Spirit of the people is incredible.Thanks!;08-27-2017 23:01:06;22608;109527;false;Neutral
Major rescue operations underway!;08-27-2017 14:39:32;15578;84755;false;Neutral
I will be going to Texas as soon as that trip can be made without causing disruption. The focus must be life and safety.;08-27-2017 12:59:56;22982;112926;false;Neutral
"RT @EPAScottPruitt: Thoughts and prayers for those in Texas &amp; Louisiana. I am closely monitoring #Harvey developments along with @fema &amp; @E…";08-26-2017 11:22:32;4631;0;true;Neutral
We will remain fully engaged w/ open lines of communication as #HurricaneHarvey makes landfall. America is w/ you! @GovAbbott @FEMA @DHSgov https://t.co/PryIqRxgLr;08-26-2017 04:47:27;12145;51941;false;Neutral
Just arrived at Camp David where I am monitoring the path and doings of Hurricane Harvey (as it strengthens to a Class 3). 125 MPH winds!;08-25-2017 21:12:08;11585;66588;false;Neutral
Received a #HurricaneHarvey briefing this morning from Acting @DHSgov Secretary Elaine Duke @FEMA_Brock @TomBossert45 and COS John Kelly. https://t.co/cnkRZd6D6Z;08-25-2017 16:02:33;8523;39543;false;Neutral
"I have spoken w/ @GovAbbott of Texas and @LouisianaGov Edwards. Closely monitoring #HurricaneHarvey developments &amp; here to assist as needed.";08-25-2017 15:46:40;12804;59752;false;Neutral
Strange statement by Bob Corker considering that he is constantly asking me whether or not he should run again in '18. Tennessee not happy!;08-25-2017 12:25:10;14378;62953;false;Neutral
Few if any Administrations have done more in just 7 months than the Trump A. Bills passed regulations killed border military ISIS SC!;08-25-2017 10:44:17;15923;73282;false;Neutral
If Senate Republicans don't get rid of the Filibuster Rule and go to a 51% majority few bills will be passed. 8 Dems control the Senate!;08-25-2017 10:33:32;17757;68559;false;Neutral
As #HurricaneHarvey intensifies - remember to #PlanAhead. ??https://t.co/FMdmvohypy??https://t.co/YL56ldeqoW ??https://t.co/t1s4AL3B47 https://t.co/tpXmOK70ug;08-24-2017 19:31:00;15548;55955;false;Neutral
RT @JerryTravone: @realDonaldTrump  https://t.co/6XJxEg1gSs;08-24-2017 12:33:32;27013;0;true;Neutral
"Phoenix crowd last night was amazing - a packed house. I love the Great State of Arizona. Not a fan of Jeff Flake weak on crime &amp; border!";08-23-2017 13:20:15;20194;96417;false;Neutral
#DrainTheSwamp #PhoenixRally https://t.co/o7S6xoCBiC;08-23-2017 06:00:39;11193;51696;false;Neutral
See you at 7:00 P.M. tonight Phoenix Arizona! #MAGA????Tickets: https://t.co/2kUQfKqbsx https://t.co/1w3LVkpESE;08-22-2017 20:03:41;8768;42424;false;Neutral
"Address to the NationFull Video &amp; Transcript:https://t.co/FELdImTuUM https://t.co/6ly3fNatiX";08-22-2017 03:50:09;13820;54577;false;Neutral
Join me live from Fort Myer in Arlington Virginia. ??https://t.co/LOV4StdJDj;08-22-2017 01:00:10;6161;42590;false;Neutral
"Thoughts &amp; prayers are w/ our @USNavy sailors aboard the #USSJohnSMcCain where search &amp; rescue efforts are underway. https://t.co/DQU0zTRXNU";08-21-2017 03:01:01;20975;86029;false;Neutral
I want to applaud the many protestors in Boston who are speaking out against bigotry and hate. Our country will soon come together as one!;08-19-2017 20:41:49;33075;158317;false;Neutral
I have directed that U.S. Cyber Command be elevated to the status of a Unified Combatant Command focused on....cont: https://t.co/3iScfuMw9s;08-18-2017 15:28:52;14281;57839;false;Neutral
Radical Islamic Terrorism must be stopped by whatever means necessary! The courts must give us back our protective rights. Have to be tough!;08-18-2017 13:06:13;37669;144838;false;Neutral
"The United States condemns the terror attack in Barcelona Spain and will do whatever is necessary to help. Be tough &amp; strong we love you!";08-17-2017 18:00:58;66115;222216;false;Neutral
...the beauty that is being taken out of our cities towns and parks will be greatly missed and never able to be comparably replaced!;08-17-2017 13:21:45;27230;113707;false;Neutral
Sad to see the history and culture of our great country being ripped apart with the removal of our beautiful statues and monuments. You.....;08-17-2017 13:07:28;34483;135039;false;Neutral
...and people like Ms. Heyer. Such a disgusting lie. He just can't forget his election trouncing.The people of South Carolina will remember!;08-17-2017 10:24:05;15262;71481;false;Neutral
Join me at 7:00 P.M. on Tuesday August 22nd in Phoenix Arizona at the Phoenix Convention Center! Tickets at: https://t.co/2kUQfKqbsx https://t.co/5ua74dlVtq;08-17-2017 00:11:28;13904;50974;false;Neutral
Today in Bedminster I signed the Harry W. Colmery Veterans Educational Assistance Act of 2017 joined by @DeptVetAffairs @SecShulkin. https://t.co/oMUIZ8X7oB;08-16-2017 21:35:16;13790;58663;false;Neutral
Just landed in Bedminster New Jersey. #MAGA ??https://t.co/6EQfmRzrnv;08-16-2017 19:49:31;6394;44529;false;Neutral
RT @jessebwatters: Thanks for watching!! https://t.co/QEjLzzGjDk;08-16-2017 11:32:12;5141;0;true;Neutral
RT @CLewandowski_: Please watch @foxandfriends today at 7:30 AM to watch me discuss @realDonaldTrump.;08-16-2017 11:23:24;1109;0;true;Neutral
For every CEO that drops out of the Manufacturing Council I have many to take their place. Grandstanders should not have gone on. JOBS!;08-15-2017 15:21:08;25350;111590;false;Neutral
Big day in Alabama. Vote for Luther Strange he will be great!;08-15-2017 12:08:01;11425;61099;false;Neutral
RT @SLandinSoCal: @foxandfriends @realDonaldTrump Nothing can stop the #TrumpTrain?? https://t.co/PprEMbiZQa;08-15-2017 11:03:23;769;0;true;Neutral
Senator Luther Strange who is doing a great job for the people of Alabama will be on @foxandfriends at 7:15. Tough on crime borders etc.;08-15-2017 10:30:55;7983;47827;false;Neutral
RT @JackPosobiec: Meanwhile: 39 shootings in Chicago this weekend 9 deaths. No national media outrage. Why is that? https://t.co/9Crutnnrp8;08-15-2017 03:11:23;27432;0;true;Neutral
RT @foxandfriends: Sec. Mattis: If North Korea fires missile at US it's 'game on' https://t.co/CfPL9u2I2G;08-15-2017 02:38:05;9439;0;true;Neutral
Leaving for New York City and meetings on military purchases and trade.;08-14-2017 22:22:17;9402;63273;false;Neutral
".@Merck Pharma is a leader in higher &amp; higher drug prices while at the same time taking jobs out of the U.S. Bring jobs back &amp; LOWER PRICES!";08-14-2017 22:09:09;14503;65851;false;Neutral
The Obstructionist Democrats have given us (or not fixed) some of the worst trade deals in World History. I am changing that fast!;08-14-2017 10:54:08;20505;97660;false;Neutral
"RT @SecretService: Our thoughts &amp; prayers are with the families friends &amp; colleagues of #Virginia's @VSPPIO Lt Cullen &amp; Tpr Bates #Charlot…";08-13-2017 12:17:13;11416;0;true;Neutral
"Deepest condolences to the families &amp; fellow officers of the VA State Police who died today. You're all among the best this nation produces.";8.12.2017 22:50;26774;127578;false;Neutral
We must remember this truth: No matter our color creed religion or political party we are ALL AMERICANS FIRST. https://t.co/FesMiQSKKn;8.12.2017 21:19;33786;113556;false;Neutral
Join me live from Bedminster New Jersey: https://t.co/P3cRVvE0cY;8.12.2017 19:26;5263;32522;false;Neutral
Press Conference - Following National Security Briefing in Bedminster New Jersey. ??https://t.co/v5O8GglOIK https://t.co/H1Zi5XRKEo;8.12.2017 2:06;11145;49032;false;Neutral
We want to make sure that we have the workforce development programs we need to ensure these jobs are.... https://t.co/tyqbvvmBn4;8.11.2017 18:29;11141;51823;false;Neutral
Military solutions are now fully in placelocked and loadedshould North Korea act unwisely.  Hopefully Kim Jong Un will find another path!;8.11.2017 11:29;60063;176749;false;Neutral
RT @foxandfriends: Trump fires new warning shot at McConnell leaves door open on whether he should step down https://t.co/tJIRc0usWl;8.11.2017 11:12;7505;0;true;Neutral
RT @foxandfriends: FOX NEWS ALERT: 2 US drone strikes in Somalia target Al Qaeda and Al-Shabaab https://t.co/MqrY7zbMy2;8.11.2017 11:08;7479;0;true;Neutral
"Can you believe that Mitch McConnell who has screamed Repeal &amp; Replace for 7 years couldn't get it done. Must Repeal &amp; Replace ObamaCare!";8.10.2017 10:54;24945;106233;false;Neutral
RT @markets: U.S. job openings surge to record https://t.co/3CPH78Sfvw via @ShoChandra https://t.co/JFhQ7HFN69;8.10.2017 1:20;6318;0;true;Neutral
#GodBlessTheUSA???? https://t.co/Fkq2gJQOKk;8.9.2017 21:36;22873;84971;false;Neutral
RT @foxandfriends: Trump vows U.S. 'power' will meet North Korean threat https://t.co/od7Ohr51XD;8.9.2017 11:23;5309;0;true;Neutral
RT @foxandfriends: U.S. Air Force jets take off from Guam for training ensuring they can 'fight tonight' https://t.co/E4EGIyNSHP;8.9.2017 11:22;6781;0;true;Neutral
RT @FoxNews: Jobs added during @POTUS' time in office. https://t.co/zD0FkFvHVx;8.8.2017 18:11;13514;0;true;Neutral
RT @foxandfriends: Anthem announces it will withdraw from ObamaCare Exchange in Nevada https://t.co/d0CxeHQKwz;8.8.2017 10:59;8881;0;true;Neutral
